,Unnamed: 0,Ticker_Symbol,Years,Period_Ending, Total _Revenue ,Revenue,COGS ," Sales, General and Admin. ",R&D,Unnamed: 9,Unnamed: 10, Other_Operating_expense,GICS_Sector,GICS_Sub_Industry,Unnamed: 14,Unnamed: 15,Column1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
565,593,EXC,Year 2,12/31/2014," $27,429,000,000 ",27429000000.0," $21,571,000,000 "," $1,154,000,000 ", $-   , -   ,    ," $2,314,000,000 ",Utilities,MultiUtilities,,,,,,    ,,
566,594,EXC,Year 3,12/31/2015," $29,447,000,000 ",29447000000.0," $21,406,000,000 "," $1,200,000,000 ", $-   , -   ,    ," $2,450,000,000 ",Utilities,MultiUtilities,,,,,,    ,,
567,595,EXC,Year 4,12/31/2016," $31,360,000,000 ",31360000000.0," $22,688,000,000 "," $1,576,000,000 ", $-   , -   ,    ," $3,936,000,000 ",Utilities,MultiUtilities,,,,,,    ,,
568,596,EXPD,Year 1,12/31/2012," $5,992,215,000 ",5992215000.0," $4,156,845,000 "," $1,264,632,000 ", $-   , -   ,    ," $39,940,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
569,597,EXPD,Year 2,12/31/2013," $6,080,257,000 ",6080257000.0," $4,197,404,000 "," $1,282,709,000 ", $-   , -   ,    ," $48,071,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
570,598,EXPD,Year 3,12/31/2014," $6,564,721,000 ",6564721000.0," $4,583,294,000 "," $1,337,487,000 ", $-   , -   ,    ," $49,292,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
571,599,EXPD,Year 4,12/31/2015," $6,616,632,000 ",6616632000.0," $4,428,855,000 "," $1,420,281,000 ", $-   , -   ,    ," $46,012,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
572,600,EXPE,Year 1,12/31/2013," $4,771,259,000 ",4771259000.0," $1,038,034,000 "," $3,151,043,000 ", $-   , -   ,    ," $71,731,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
573,601,EXPE,Year 2,12/31/2014," $5,763,485,000 ",5763485000.0," $1,179,081,000 "," $3,919,856,000 ", $-   , -   ,    ," $76,773,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
574,602,EXPE,Year 3,12/31/2015," $6,672,317,000 ",6672317000.0," $1,309,559,000 "," $4,785,243,000 ", $-   , -   ,    ," $156,458,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
575,603,EXPE,Year 4,12/31/2016," $8,773,564,000 ",8773564000.0," $1,596,698,000 "," $6,280,728,000 ", $-   , -   ,    ," $317,141,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
576,604,EXR,Year 1,12/31/2012," $409,396,000 ",409396000.0," $114,028,000 "," $58,323,000 ", $-   , -   ,    ," $74,453,000 ",Real Estate,Specialized REITs,,,,,,    ,,
577,605,EXR,Year 2,12/31/2013," $520,613,000 ",520613000.0," $140,012,000 "," $63,268,000 ", $-   , -   ,    ," $95,232,000 ",Real Estate,Specialized REITs,,,,,,    ,,
578,606,EXR,Year 3,12/31/2014," $647,155,000 ",647155000.0," $172,416,000 "," $71,369,000 ", $-   , -   ,    ," $115,076,000 ",Real Estate,Specialized REITs,,,,,,    ,,
579,607,EXR,Year 4,12/31/2015," $782,270,000 ",782270000.0," $203,965,000 "," $80,791,000 ", $-   , -   ,    ," $133,457,000 ",Real Estate,Specialized REITs,,,,,,    ,,
580,608,F,Year 1,12/31/2013," $146,917,000,000 ",146917000000.0," $123,050,000,000 "," $10,850,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Automobile Manufacturers,,,,,,    ,,
581,609,F,Year 2,12/31/2014," $144,077,000,000 ",144077000000.0," $131,903,000,000 "," $11,842,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Automobile Manufacturers,,,,,,    ,,
582,610,F,Year 3,12/31/2015," $149,558,000,000 ",149558000000.0," $131,409,000,000 "," $10,502,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Automobile Manufacturers,,,,,,    ,,
583,611,F,Year 4,12/31/2016," $151,800,000,000 ",151800000000.0," $135,488,000,000 "," $12,196,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Automobile Manufacturers,,,,,,    ,,
584,612,FAST,Year 1,12/31/2013," $3,326,106,000 ",3326106000.0," $1,606,661,000 "," $1,007,431,000 ", $-   , -   ,    , $-   ,Industrials,Building Products,,,,,,    ,,
585,613,FAST,Year 2,12/31/2014," $3,733,507,000 ",3733507000.0," $1,836,105,000 "," $1,110,776,000 ", $-   , -   ,    , $-   ,Industrials,Building Products,,,,,,    ,,
586,614,FAST,Year 3,12/31/2015," $3,869,187,000 ",3869187000.0," $1,920,253,000 "," $1,121,590,000 ", $-   , -   ,    , $-   ,Industrials,Building Products,,,,,,    ,,
587,615,FAST,Year 4,12/31/2016," $3,962,036,000 ",3962036000.0," $1,997,259,000 "," $1,169,470,000 ", $-   , -   ,    , $-   ,Industrials,Building Products,,,,,,    ,,
588,616,FB,Year 1,12/31/2013," $7,872,000,000 ",7872000000.0," $1,875,000,000 "," $1,778,000,000 "," $1,415,000,000 "," 1,415,000,000 "," 1,415,000,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 1,415,000,000 ",,
589,617,FB,Year 2,12/31/2014," $12,466,000,000 ",12466000000.0," $2,153,000,000 "," $2,653,000,000 "," $2,666,000,000 "," 2,666,000,000 "," 2,666,000,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 2,666,000,000 ",,
590,618,FB,Year 3,12/31/2015," $17,928,000,000 ",17928000000.0," $2,867,000,000 "," $4,020,000,000 "," $4,816,000,000 "," 4,816,000,000 "," 4,816,000,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 4,816,000,000 ",,
591,619,FB,Year 4,12/31/2016," $27,638,000,000 ",27638000000.0," $3,789,000,000 "," $5,503,000,000 "," $5,919,000,000 "," 5,919,000,000 "," 5,919,000,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 5,919,000,000 ",,
592,620,FBHS,Year 1,12/31/2012," $3,134,800,000 ",3134800000.0," $2,093,200,000 "," $873,100,000 ", $-   , -   ,    ," $7,400,000 ",Industrials,Building Products,,,,,,    ,,
593,621,FBHS,Year 2,12/31/2013," $3,703,600,000 ",3703600000.0," $2,408,500,000 "," $938,700,000 ", $-   , -   ,    ," $9,400,000 ",Industrials,Building Products,,,,,,    ,,
594,622,FBHS,Year 3,12/31/2014," $4,013,600,000 ",4013600000.0," $2,646,700,000 "," $943,300,000 ", $-   , -   ,    ," $13,100,000 ",Industrials,Building Products,,,,,,    ,,
595,623,FBHS,Year 4,12/31/2015," $4,579,400,000 ",4579400000.0," $2,997,500,000 "," $1,047,600,000 ", $-   , -   ,    ," $21,600,000 ",Industrials,Building Products,,,,,,    ,,
596,624,FCX,Year 1,12/31/2012," $18,010,000,000 ",18010000000.0," $11,561,000,000 "," $431,000,000 "," $285,000,000 "," 285,000,000 "," 285,000,000 ", $-   ,Materials,Copper,,,,,," 285,000,000 ",,
597,625,FCX,Year 2,12/31/2013," $20,921,000,000 ",20921000000.0," $14,637,000,000 "," $657,000,000 "," $210,000,000 "," 210,000,000 "," 210,000,000 ", $-   ,Materials,Copper,,,,,," 210,000,000 ",,
598,626,FCX,Year 3,12/31/2014," $21,438,000,000 ",21438000000.0," $19,504,000,000 "," $592,000,000 "," $126,000,000 "," 126,000,000 "," 126,000,000 ", $-   ,Materials,Copper,,,,,," 126,000,000 ",,
599,627,FCX,Year 4,12/31/2015," $15,877,000,000 ",15877000000.0," $28,524,000,000 "," $569,000,000 "," $127,000,000 "," 127,000,000 "," 127,000,000 ", $-   ,Materials,Copper,,,,,," 127,000,000 ",,
600,628,FDX,Year 1,5/31/2013," $44,287,000,000 ",44287000000.0," $16,448,000,000 "," $20,359,000,000 ", $-   , -   ,    ," $2,386,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
601,629,FDX,Year 2,5/31/2014," $45,567,000,000 ",45567000000.0," $17,052,000,000 "," $22,113,000,000 ", $-   , -   ,    ," $2,587,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
602,630,FDX,Year 3,5/31/2015," $47,453,000,000 ",47453000000.0," $16,984,000,000 "," $25,715,000,000 ", $-   , -   ,    ," $2,611,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
603,631,FDX,Year 4,5/31/2016," $50,365,000,000 ",50365000000.0," $17,327,000,000 "," $27,330,000,000 ", $-   , -   ,    ," $2,631,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
604,632,FE,Year 1,12/31/2012," $15,255,000,000 ",15255000000.0," $6,717,000,000 "," $5,353,000,000 ", $-   , -   ,    ," $1,051,000,000 ",Utilities,Electric Utilities,,,,,,    ,,
605,633,FE,Year 2,12/31/2013," $14,892,000,000 ",14892000000.0," $6,459,000,000 "," $4,315,000,000 ", $-   , -   ,    ," $1,741,000,000 ",Utilities,Electric Utilities,,,,,,    ,,
606,634,FE,Year 3,12/31/2014," $15,049,000,000 ",15049000000.0," $6,996,000,000 "," $5,759,000,000 ", $-   , -   ,    ," $1,232,000,000 ",Utilities,Electric Utilities,,,,,,    ,,
607,635,FE,Year 4,12/31/2015," $15,026,000,000 ",15026000000.0," $6,173,000,000 "," $4,969,000,000 ", $-   , -   ,    ," $1,550,000,000 ",Utilities,Electric Utilities,,,,,,    ,,
608,636,FFIV,Year 1,9/30/2013," $1,481,314,000 ",1481314000.0," $253,047,000 "," $587,835,000 "," $209,614,000 "," 209,614,000 "," 209,614,000 ", $-   ,Information Technology,Networking Equipment,,,,,," 209,614,000 ",,
609,637,FFIV,Year 2,9/30/2014," $1,732,046,000 ",1732046000.0," $309,959,000 "," $664,738,000 "," $263,792,000 "," 263,792,000 "," 263,792,000 ", $-   ,Information Technology,Networking Equipment,,,,,," 263,792,000 ",,
610,638,FFIV,Year 3,9/30/2015," $1,919,823,000 ",1919823000.0," $332,261,000 "," $738,080,000 "," $296,583,000 "," 296,583,000 "," 296,583,000 ", $-   ,Information Technology,Networking Equipment,,,,,," 296,583,000 ",,
611,639,FFIV,Year 4,9/30/2016," $1,995,034,000 ",1995034000.0," $337,205,000 "," $767,174,000 "," $334,227,000 "," 334,227,000 "," 334,227,000 ", $-   ,Information Technology,Networking Equipment,,,,,," 334,227,000 ",,
612,640,FIS,Year 1,12/31/2012," $5,795,800,000 ",5795800000.0," $3,956,200,000 "," $763,300,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
613,641,FIS,Year 2,12/31/2013," $6,063,400,000 ",6063400000.0," $4,092,700,000 "," $907,800,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
614,642,FIS,Year 3,12/31/2014," $6,413,800,000 ",6413800000.0," $4,328,300,000 "," $814,900,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
615,643,FIS,Year 4,12/31/2015," $6,595,200,000 ",6595200000.0," $4,393,200,000 "," $1,102,800,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
616,644,FISV,Year 1,12/31/2012," $4,436,000,000 ",4436000000.0," $2,564,000,000 "," $824,000,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
617,645,FISV,Year 2,12/31/2013," $4,814,000,000 ",4814000000.0," $2,776,000,000 "," $977,000,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
618,646,FISV,Year 3,12/31/2014," $5,066,000,000 ",5066000000.0," $2,881,000,000 "," $975,000,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
619,647,FISV,Year 4,12/31/2015," $5,254,000,000 ",5254000000.0," $2,909,000,000 "," $1,034,000,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
620,648,FL,Year 1,02-02-2013," $6,182,000,000 ",6182000000.0," $4,148,000,000 "," $1,294,000,000 ", $-   , -   ,    ," $118,000,000 ",Consumer Discretionary,Apparel Retail,,,,,,    ,,
621,649,FL,Year 2,02-01-2014," $6,505,000,000 ",6505000000.0," $4,372,000,000 "," $1,334,000,000 ", $-   , -   ,    ," $133,000,000 ",Consumer Discretionary,Apparel Retail,,,,,,    ,,
622,650,FL,Year 3,1/31/2015," $7,151,000,000 ",7151000000.0," $4,777,000,000 "," $1,426,000,000 ", $-   , -   ,    ," $139,000,000 ",Consumer Discretionary,Apparel Retail,,,,,,    ,,
623,651,FL,Year 4,1/30/2016," $7,412,000,000 ",7412000000.0," $4,907,000,000 "," $1,415,000,000 ", $-   , -   ,    ," $148,000,000 ",Consumer Discretionary,Apparel Retail,,,,,,    ,,
624,652,FLIR,Year 1,12/31/2012," $1,405,358,000 ",1405358000.0," $670,174,000 "," $292,500,000 "," $137,354,000 "," 137,354,000 "," 137,354,000 ", $-   ,Information Technology,Electronic Equipment & Instruments,,,,,," 137,354,000 ",,
625,653,FLIR,Year 2,12/31/2013," $1,496,372,000 ",1496372000.0," $759,362,000 "," $322,739,000 "," $147,696,000 "," 147,696,000 "," 147,696,000 ", $-   ,Information Technology,Electronic Equipment & Instruments,,,,,," 147,696,000 ",,
626,654,FLIR,Year 3,12/31/2014," $1,530,654,000 ",1530654000.0," $780,281,000 "," $331,995,000 "," $142,751,000 "," 142,751,000 "," 142,751,000 ", $-   ,Information Technology,Electronic Equipment & Instruments,,,,,," 142,751,000 ",,
627,655,FLIR,Year 4,12/31/2015," $1,557,067,000 ",1557067000.0," $803,506,000 "," $313,544,000 "," $132,892,000 "," 132,892,000 "," 132,892,000 ", $-   ,Information Technology,Electronic Equipment & Instruments,,,,,," 132,892,000 ",,
628,656,FLR,Year 1,12/31/2013," $27,351,573,000 ",27351573000.0," $25,986,382,000 "," $175,148,000 ", $-   , -   ,    , $-   ,Industrials,Diversified Commercial Services,,,,,,    ,,
629,657,FLR,Year 2,12/31/2014," $21,531,577,000 ",21531577000.0," $20,132,544,000 "," $182,711,000 ", $-   , -   ,    , $-   ,Industrials,Diversified Commercial Services,,,,,,    ,,
630,658,FLR,Year 3,12/31/2015," $18,114,048,000 ",18114048000.0," $17,019,352,000 "," $408,225,000 ", $-   , -   ,    , $-   ,Industrials,Diversified Commercial Services,,,,,,    ,,
631,659,FLR,Year 4,12/31/2016," $19,036,525,000 ",19036525000.0," $18,246,209,000 "," $191,073,000 ", $-   , -   ,    , $-   ,Industrials,Diversified Commercial Services,,,,,,    ,,
632,660,FLS,Year 1,12/31/2013," $4,954,619,000 ",4954619000.0," $3,266,524,000 "," $966,829,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Machinery,,,,,,    ,,
633,661,FLS,Year 2,12/31/2014," $4,877,885,000 ",4877885000.0," $3,163,268,000 "," $936,900,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Machinery,,,,,,    ,,
634,662,FLS,Year 3,12/31/2015," $4,561,030,000 ",4561030000.0," $3,073,712,000 "," $971,611,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Machinery,,,,,,    ,,
635,663,FLS,Year 4,12/31/2016," $3,991,462,000 ",3991462000.0," $2,759,908,000 "," $965,322,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Machinery,,,,,,    ,,
636,664,FMC,Year 1,12/31/2012," $3,409,900,000 ",3409900000.0," $2,141,600,000 "," $489,700,000 "," $112,000,000 "," 112,000,000 "," 112,000,000 ", $-   ,Materials,Diversified Chemicals,,,,,," 112,000,000 ",,
637,665,FMC,Year 2,12/31/2013," $3,130,700,000 ",3130700000.0," $1,929,800,000 "," $496,100,000 "," $115,600,000 "," 115,600,000 "," 115,600,000 ", $-   ,Materials,Diversified Chemicals,,,,,," 115,600,000 ",,
638,666,FMC,Year 3,12/31/2014," $3,258,700,000 ",3258700000.0," $2,047,800,000 "," $589,800,000 "," $126,300,000 "," 126,300,000 "," 126,300,000 ", $-   ,Materials,Diversified Chemicals,,,,,," 126,300,000 ",,
639,667,FMC,Year 4,12/31/2015," $3,276,500,000 ",3276500000.0," $2,201,100,000 "," $737,900,000 "," $143,700,000 "," 143,700,000 "," 143,700,000 ", $-   ,Materials,Diversified Chemicals,,,,,," 143,700,000 ",,
640,668,FRT,Year 1,12/31/2013," $637,413,000 ",637413000.0," $190,454,000 "," $31,970,000 ", $-   , -   ,    ," $160,828,000 ",Real Estate,Retail REITs,,,,,,    ,,
641,669,FRT,Year 2,12/31/2014," $686,090,000 ",686090000.0," $211,923,000 "," $32,316,000 ", $-   , -   ,    ," $170,814,000 ",Real Estate,Retail REITs,,,,,,    ,,
642,670,FRT,Year 3,12/31/2015," $744,012,000 ",744012000.0," $233,417,000 "," $35,645,000 ", $-   , -   ,    ," $174,796,000 ",Real Estate,Retail REITs,,,,,,    ,,
643,671,FRT,Year 4,12/31/2016," $801,591,000 ",801591000.0," $253,612,000 "," $33,399,000 ", $-   , -   ,    ," $193,585,000 ",Real Estate,Retail REITs,,,,,,    ,,
644,672,FSLR,Year 1,12/31/2012," $3,368,545,000 ",3368545000.0," $2,515,796,000 "," $280,928,000 "," $132,460,000 "," 132,460,000 "," 132,460,000 ", $-   ,Information Technology,Semiconductors,,,,,," 132,460,000 ",,
645,673,FSLR,Year 2,12/31/2013," $3,309,616,000 ",3309616000.0," $2,444,984,000 "," $270,261,000 "," $134,300,000 "," 134,300,000 "," 134,300,000 ", $-   ,Information Technology,Semiconductors,,,,,," 134,300,000 ",,
646,674,FSLR,Year 3,12/31/2014," $3,391,187,000 ",3391187000.0," $2,566,246,000 "," $253,827,000 "," $143,969,000 "," 143,969,000 "," 143,969,000 ", $-   ,Information Technology,Semiconductors,,,,,," 143,969,000 ",,
647,675,FSLR,Year 4,12/31/2015," $3,578,995,000 ",3578995000.0," $2,659,728,000 "," $255,192,000 "," $130,593,000 "," 130,593,000 "," 130,593,000 ", $-   ,Information Technology,Semiconductors,,,,,," 130,593,000 ",,
648,676,FTR,Year 1,12/31/2012," $5,011,853,000 ",5011853000.0, $-   ," $2,676,141,000 ", $-   , -   ,    ," $1,266,807,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
649,677,FTR,Year 2,12/31/2013," $4,762,000,000 ",4762000000.0, $-   ," $2,616,000,000 ", $-   , -   ,    ," $1,170,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
650,678,FTR,Year 3,12/31/2014," $4,772,000,000 ",4772000000.0, $-   ," $2,671,000,000 ", $-   , -   ,    ," $1,139,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
651,679,FTR,Year 4,12/31/2015," $5,576,000,000 ",5576000000.0, $-   ," $3,275,000,000 ", $-   , -   ,    ," $1,320,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
652,680,GD,Year 1,12/31/2013," $30,930,000,000 ",30930000000.0," $25,202,000,000 "," $2,039,000,000 ", $-   , -   ,    , $-   ,Industrials,Aerospace & Defense,,,,,,    ,,
653,681,GD,Year 2,12/31/2014," $30,852,000,000 ",30852000000.0," $24,979,000,000 "," $1,984,000,000 ", $-   , -   ,    , $-   ,Industrials,Aerospace & Defense,,,,,,    ,,
654,682,GD,Year 3,12/31/2015," $31,469,000,000 ",31469000000.0," $25,339,000,000 "," $1,952,000,000 ", $-   , -   ,    , $-   ,Industrials,Aerospace & Defense,,,,,,    ,,
655,683,GD,Year 4,12/31/2016," $31,353,000,000 ",31353000000.0," $25,104,000,000 "," $1,940,000,000 ", $-   , -   ,    , $-   ,Industrials,Aerospace & Defense,,,,,,    ,,
656,684,GGP,Year 1,12/31/2012," $2,426,301,000 ",2426301000.0," $800,336,000 "," $72,163,000 ", $-   , -   ,    ," $768,820,000 ",Real Estate,Retail REITs,,,,,,    ,,
657,685,GGP,Year 2,12/31/2013," $2,486,017,000 ",2486017000.0," $815,095,000 "," $76,864,000 ", $-   , -   ,    ," $749,722,000 ",Real Estate,Retail REITs,,,,,,    ,,
658,686,GGP,Year 3,12/31/2014," $2,535,559,000 ",2535559000.0," $783,602,000 "," $88,705,000 ", $-   , -   ,    ," $708,406,000 ",Real Estate,Retail REITs,,,,,,    ,,
659,687,GGP,Year 4,12/31/2015," $2,403,906,000 ",2403906000.0," $747,276,000 "," $72,363,000 ", $-   , -   ,    ," $643,689,000 ",Real Estate,Retail REITs,,,,,,    ,,
660,688,GILD,Year 1,12/31/2012," $9,702,000,000 ",9702000000.0," $2,471,000,000 "," $1,461,000,000 "," $1,760,000,000 "," 1,760,000,000 "," 1,760,000,000 ", $-   ,Health Care,Biotechnology,,,,,," 1,760,000,000 ",,
661,689,GILD,Year 2,12/31/2013," $11,202,000,000 ",11202000000.0," $2,859,000,000 "," $1,699,000,000 "," $2,120,000,000 "," 2,120,000,000 "," 2,120,000,000 ", $-   ,Health Care,Biotechnology,,,,,," 2,120,000,000 ",,
662,690,GILD,Year 3,12/31/2014," $24,890,000,000 ",24890000000.0," $3,788,000,000 "," $2,983,000,000 "," $2,854,000,000 "," 2,854,000,000 "," 2,854,000,000 ", $-   ,Health Care,Biotechnology,,,,,," 2,854,000,000 ",,
663,691,GILD,Year 4,12/31/2015," $32,639,000,000 ",32639000000.0," $4,006,000,000 "," $3,426,000,000 "," $3,014,000,000 "," 3,014,000,000 "," 3,014,000,000 ", $-   ,Health Care,Biotechnology,,,,,," 3,014,000,000 ",,
664,692,GIS,Year 1,5/26/2013," $17,774,100,000 ",17774100000.0," $11,350,200,000 "," $3,552,300,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
665,693,GIS,Year 2,5/25/2014," $17,909,600,000 ",17909600000.0," $11,539,800,000 "," $3,474,300,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
666,694,GIS,Year 3,5/31/2015," $17,630,300,000 ",17630300000.0," $11,681,100,000 "," $3,328,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
667,695,GIS,Year 4,5/29/2016," $16,563,100,000 ",16563100000.0," $10,733,600,000 "," $3,118,900,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
668,696,GLW,Year 1,12/31/2013," $7,819,000,000 ",7819000000.0," $4,495,000,000 "," $1,126,000,000 "," $710,000,000 "," 710,000,000 "," 710,000,000 "," $31,000,000 ",Information Technology,Electronic Components,,,,,," 710,000,000 ",,
669,697,GLW,Year 2,12/31/2014," $9,715,000,000 ",9715000000.0," $5,663,000,000 "," $1,202,000,000 "," $815,000,000 "," 815,000,000 "," 815,000,000 "," $33,000,000 ",Information Technology,Electronic Components,,,,,," 815,000,000 ",,
670,698,GLW,Year 3,12/31/2015," $9,111,000,000 ",9111000000.0," $5,458,000,000 "," $1,508,000,000 "," $769,000,000 "," 769,000,000 "," 769,000,000 "," $54,000,000 ",Information Technology,Electronic Components,,,,,," 769,000,000 ",,
671,699,GLW,Year 4,12/31/2016," $9,390,000,000 ",9390000000.0," $5,644,000,000 "," $1,472,000,000 "," $742,000,000 "," 742,000,000 "," 742,000,000 "," $64,000,000 ",Information Technology,Electronic Components,,,,,," 742,000,000 ",,
672,700,GM,Year 1,12/31/2013," $155,427,000,000 ",155427000000.0," $137,373,000,000 "," $12,382,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Automobile Manufacturers,,,,,,    ,,
673,701,GM,Year 2,12/31/2014," $155,929,000,000 ",155929000000.0," $142,121,000,000 "," $12,158,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Automobile Manufacturers,,,,,,    ,,
